,OR,conc,Firefly,Renilla,Normalized,Project,Plate,Row,Column,Renilla_bgnorm,Firefly_bgnorm,Background_Subtracted,Background_Divided,plate-type,exp datetime
662,AR_53,8,188.953,2082.43,0.0907369,EXP_025_50_01 Secondary Screen/map1,sPREP800,H,3,0.166007,0.0411849,-0.010878,0.892949,sample,2023-01-18 15:16:25
663,AR_101,8,202.656,2185.83,0.0927137,EXP_025_50_01 Secondary Screen/map1,sPREP800,H,4,0.0150405,0.198991,0.0142242,1.18122,sample,2023-01-18 15:16:25
664,AR_101,8,166.531,2434.97,0.0683913,EXP_025_50_01 Secondary Screen/map1,sPREP800,H,5,-0.0180844,-0.0219484,-0.00027019,0.996065,sample,2023-01-18 15:16:25
665,AR_101,8,159.056,2932.01,0.0542482,EXP_025_50_01 Secondary Screen/map1,sPREP800,H,6,0.115659,-0.517598,-0.0712123,0.432393,sample,2023-01-18 15:16:25
666,AR_74,8,1721.17,3397.92,0.506538,EXP_025_50_01 Secondary Screen/map1,sPREP800,H,7,0.753377,3.76964,0.320329,2.72026,sample,2023-01-18 15:16:25
667,AR_74,8,1491.96,2312.89,0.645064,EXP_025_50_01 Secondary Screen/map1,sPREP800,H,8,0.157763,1.54999,0.352187,2.20251,sample,2023-01-18 15:16:25
668,AR_74,8,1303.86,3503.8,0.372127,EXP_025_50_01 Secondary Screen/map1,sPREP800,H,9,0.33323,2.07231,0.210642,2.30441,sample,2023-01-18 15:16:25
669,Rho-pCI,8,365.843,2994.3,0.12218,EXP_025_50_01 Secondary Screen/map1,sPREP800,H,10,-0.129002,-0.267043,-0.0230107,0.841513,sample,2023-01-18 15:16:25
670,Rho-pCI,8,342.174,3387.95,0.100997,EXP_025_50_01 Secondary Screen/map1,sPREP800,H,11,-0.0604565,-0.107253,-0.00529412,0.950192,sample,2023-01-18 15:16:25
671,Rho-pCI,8,415.671,4689.75,0.0886339,EXP_025_50_01 Secondary Screen/map1,sPREP800,H,12,0.147533,0.128516,-0.00149364,0.983427,sample,2023-01-18 15:16:25
672,AR_202,1,116.1,2923.45,0.0397133,EXP_025_50_01 Secondary Screen/map2,Neg,A,1,1,1,1,1,no-odor,2023-01-18 15:16:51
673,AR_202,1,101.987,3857.29,0.02644,EXP_025_50_01 Secondary Screen/map2,Neg,A,2,1,1,1,1,no-odor,2023-01-18 15:16:51
674,AR_202,1,111.396,2984.61,0.0373233,EXP_025_50_01 Secondary Screen/map2,Neg,A,3,1,1,1,1,no-odor,2023-01-18 15:16:51
675,AR_268,1,121.98,1754.4,0.0695283,EXP_025_50_01 Secondary Screen/map2,Neg,A,4,1,1,1,1,no-odor,2023-01-18 15:16:51
676,AR_268,1,139.622,2395.38,0.0582879,EXP_025_50_01 Secondary Screen/map2,Neg,A,5,1,1,1,1,no-odor,2023-01-18 15:16:51
677,AR_268,1,139.622,1378.05,0.101318,EXP_025_50_01 Secondary Screen/map2,Neg,A,6,1,1,1,1,no-odor,2023-01-18 15:16:51
678,AR_98,1,144.326,2507.11,0.0575667,EXP_025_50_01 Secondary Screen/map2,Neg,A,7,1,1,1,1,no-odor,2023-01-18 15:16:51
679,AR_98,1,123.157,2878.76,0.0427811,EXP_025_50_01 Secondary Screen/map2,Neg,A,8,1,1,1,1,no-odor,2023-01-18 15:16:51
680,AR_98,1,132.565,2858.77,0.0463715,EXP_025_50_01 Secondary Screen/map2,Neg,A,9,1,1,1,1,no-odor,2023-01-18 15:16:51
681,Rho-pCI,1,495.977,7569.21,0.0655256,EXP_025_50_01 Secondary Screen/map2,Neg,A,10,1,1,1,1,no-odor,2023-01-18 15:16:51
682,Rho-pCI,1,621.819,7785.62,0.0798675,EXP_025_50_01 Secondary Screen/map2,Neg,A,11,1,1,1,1,no-odor,2023-01-18 15:16:51
683,Rho-pCI,1,494.801,6363.65,0.0777543,EXP_025_50_01 Secondary Screen/map2,Neg,A,12,1,1,1,1,no-odor,2023-01-18 15:16:51
684,AR_202,2,138.446,1930.82,0.0717032,EXP_025_50_01 Secondary Screen/map2,Neg,B,1,1,1,1,1,no-odor,2023-01-18 15:16:51
685,AR_202,2,131.389,4754.68,0.0276336,EXP_025_50_01 Secondary Screen/map2,Neg,B,2,1,1,1,1,no-odor,2023-01-18 15:16:51
686,AR_202,2,93.7544,2250.72,0.0416553,EXP_025_50_01 Secondary Screen/map2,Neg,B,3,1,1,1,1,no-odor,2023-01-18 15:16:51
687,AR_268,2,116.1,1662.66,0.0698277,EXP_025_50_01 Secondary Screen/map2,Neg,B,4,1,1,1,1,no-odor,2023-01-18 15:16:51
688,AR_268,2,106.691,1842.61,0.0579023,EXP_025_50_01 Secondary Screen/map2,Neg,B,5,1,1,1,1,no-odor,2023-01-18 15:16:51
689,AR_268,2,114.924,1761.46,0.0652436,EXP_025_50_01 Secondary Screen/map2,Neg,B,6,1,1,1,1,no-odor,2023-01-18 15:16:51
690,AR_98,2,203.13,4630.01,0.0438726,EXP_025_50_01 Secondary Screen/map2,Neg,B,7,1,1,1,1,no-odor,2023-01-18 15:16:51
691,AR_98,2,127.861,3269.23,0.0391104,EXP_025_50_01 Secondary Screen/map2,Neg,B,8,1,1,1,1,no-odor,2023-01-18 15:16:51
692,AR_98,2,154.911,3193.96,0.0485012,EXP_025_50_01 Secondary Screen/map2,Neg,B,9,1,1,1,1,no-odor,2023-01-18 15:16:51
693,Rho-pCI,2,499.505,7548.04,0.0661768,EXP_025_50_01 Secondary Screen/map2,Neg,B,10,1,1,1,1,no-odor,2023-01-18 15:16:51
694,Rho-pCI,2,547.725,6103.72,0.0897363,EXP_025_50_01 Secondary Screen/map2,Neg,B,11,1,1,1,1,no-odor,2023-01-18 15:16:51
695,Rho-pCI,2,607.705,7958.52,0.0763591,EXP_025_50_01 Secondary Screen/map2,Neg,B,12,1,1,1,1,no-odor,2023-01-18 15:16:51
696,AR_202,3,124.333,2231.9,0.0557071,EXP_025_50_01 Secondary Screen/map2,Neg,C,1,1,1,1,1,no-odor,2023-01-18 15:16:51
697,AR_202,3,119.628,2055.48,0.0581996,EXP_025_50_01 Secondary Screen/map2,Neg,C,2,1,1,1,1,no-odor,2023-01-18 15:16:51
698,AR_202,3,132.565,3322.16,0.0399033,EXP_025_50_01 Secondary Screen/map2,Neg,C,3,1,1,1,1,no-odor,2023-01-18 15:16:51
699,AR_268,3,124.333,1619.15,0.0767889,EXP_025_50_01 Secondary Screen/map2,Neg,C,4,1,1,1,1,no-odor,2023-01-18 15:16:51
700,AR_268,3,119.628,1545.05,0.0774266,EXP_025_50_01 Secondary Screen/map2,Neg,C,5,1,1,1,1,no-odor,2023-01-18 15:16:51
701,AR_268,3,85.5217,1694.42,0.0504726,EXP_025_50_01 Secondary Screen/map2,Neg,C,6,1,1,1,1,no-odor,2023-01-18 15:16:51
702,AR_98,3,178.433,3487.99,0.0511563,EXP_025_50_01 Secondary Screen/map2,Neg,C,7,1,1,1,1,no-odor,2023-01-18 15:16:51
703,AR_98,3,112.572,2377.74,0.0473441,EXP_025_50_01 Secondary Screen/map2,Neg,C,8,1,1,1,1,no-odor,2023-01-18 15:16:51
704,AR_98,3,87.8739,3509.16,0.0250413,EXP_025_50_01 Secondary Screen/map2,Neg,C,9,1,1,1,1,no-odor,2023-01-18 15:16:51
705,Rho-pCI,3,503.033,6036.68,0.0833295,EXP_025_50_01 Secondary Screen/map2,Neg,C,10,1,1,1,1,no-odor,2023-01-18 15:16:51
706,Rho-pCI,3,526.555,7183.43,0.0733014,EXP_025_50_01 Secondary Screen/map2,Neg,C,11,1,1,1,1,no-odor,2023-01-18 15:16:51
707,Rho-pCI,3,678.271,7031.7,0.096459,EXP_025_50_01 Secondary Screen/map2,Neg,C,12,1,1,1,1,no-odor,2023-01-18 15:16:51
708,AR_202,4,118.452,2142.52,0.0552865,EXP_025_50_01 Secondary Screen/map2,Neg,D,1,1,1,1,1,no-odor,2023-01-18 15:16:51
709,AR_202,4,131.389,1892.01,0.0694444,EXP_025_50_01 Secondary Screen/map2,Neg,D,2,1,1,1,1,no-odor,2023-01-18 15:16:51
710,AR_202,4,84.3457,2046.08,0.0412231,EXP_025_50_01 Secondary Screen/map2,Neg,D,3,1,1,1,1,no-odor,2023-01-18 15:16:51
711,AR_268,4,118.452,1098.14,0.107866,EXP_025_50_01 Secondary Screen/map2,Neg,D,4,1,1,1,1,no-odor,2023-01-18 15:16:51
712,AR_268,4,134.917,1321.6,0.102087,EXP_025_50_01 Secondary Screen/map2,Neg,D,5,1,1,1,1,no-odor,2023-01-18 15:16:51
713,AR_268,4,161.967,1102.84,0.146864,EXP_025_50_01 Secondary Screen/map2,Neg,D,6,1,1,1,1,no-odor,2023-01-18 15:16:51
714,AR_98,4,149.03,3478.58,0.0428423,EXP_025_50_01 Secondary Screen/map2,Neg,D,7,1,1,1,1,no-odor,2023-01-18 15:16:51
715,AR_98,4,171.376,3606.78,0.047515,EXP_025_50_01 Secondary Screen/map2,Neg,D,8,1,1,1,1,no-odor,2023-01-18 15:16:51
716,AR_98,4,107.867,3348.03,0.0322181,EXP_025_50_01 Secondary Screen/map2,Neg,D,9,1,1,1,1,no-odor,2023-01-18 15:16:51
717,Rho-pCI,4,581.831,5663.84,0.102727,EXP_025_50_01 Secondary Screen/map2,Neg,D,10,1,1,1,1,no-odor,2023-01-18 15:16:51
718,Rho-pCI,4,467.751,6772.95,0.0690616,EXP_025_50_01 Secondary Screen/map2,Neg,D,11,1,1,1,1,no-odor,2023-01-18 15:16:51
719,Rho-pCI,4,460.694,8133.77,0.0566397,EXP_025_50_01 Secondary Screen/map2,Neg,D,12,1,1,1,1,no-odor,2023-01-18 15:16:51
720,AR_202,5,245.01,2216.97,0.110516,EXP_025_50_01 Secondary Screen/map2,Neg,E,1,1,1,1,1,no-odor,2023-01-18 15:16:51
721,AR_202,5,217.604,2192.05,0.0992696,EXP_025_50_01 Secondary Screen/map2,Neg,E,2,1,1,1,1,no-odor,2023-01-18 15:16:51
722,AR_202,5,181.479,2534.63,0.0715999,EXP_025_50_01 Secondary Screen/map2,Neg,E,3,1,1,1,1,no-odor,2023-01-18 15:16:51
723,AR_268,5,220.096,2317.87,0.0949559,EXP_025_50_01 Secondary Screen/map2,Neg,E,4,1,1,1,1,no-odor,2023-01-18 15:16:51
724,AR_268,5,142.862,1534.32,0.0931114,EXP_025_50_01 Secondary Screen/map2,Neg,E,5,1,1,1,1,no-odor,2023-01-18 15:16:51
725,AR_268,5,170.268,2035.09,0.0836658,EXP_025_50_01 Secondary Screen/map2,Neg,E,6,1,1,1,1,no-odor,2023-01-18 15:16:51
726,AR_98,5,196.427,2917.07,0.0673373,EXP_025_50_01 Secondary Screen/map2,Neg,E,7,1,1,1,1,no-odor,2023-01-18 15:16:51
727,AR_98,5,215.113,3837.66,0.0560531,EXP_025_50_01 Secondary Screen/map2,Neg,E,8,1,1,1,1,no-odor,2023-01-18 15:16:51
728,AR_98,5,182.725,4547.73,0.0401793,EXP_025_50_01 Secondary Screen/map2,Neg,E,9,1,1,1,1,no-odor,2023-01-18 15:16:51
729,Rho-pCI,5,681.005,7880.15,0.0864204,EXP_025_50_01 Secondary Screen/map2,Neg,E,10,1,1,1,1,no-odor,2023-01-18 15:16:51
730,Rho-pCI,5,765.713,7218.64,0.106074,EXP_025_50_01 Secondary Screen/map2,Neg,E,11,1,1,1,1,no-odor,2023-01-18 15:16:51
731,Rho-pCI,5,730.834,10936.1,0.0668277,EXP_025_50_01 Secondary Screen/map2,Neg,E,12,1,1,1,1,no-odor,2023-01-18 15:16:51
732,AR_202,6,263.695,2287.97,0.115253,EXP_025_50_01 Secondary Screen/map2,Neg,F,1,1,1,1,1,no-odor,2023-01-18 15:16:51
733,AR_202,6,132.897,3069.04,0.0433023,EXP_025_50_01 Secondary Screen/map2,Neg,F,2,1,1,1,1,no-odor,2023-01-18 15:16:51
734,AR_202,6,216.359,2981.84,0.0725587,EXP_025_50_01 Secondary Screen/map2,Neg,F,3,1,1,1,1,no-odor,2023-01-18 15:16:51
735,AR_268,6,193.936,1544.28,0.125583,EXP_025_50_01 Secondary Screen/map2,Neg,F,4,1,1,1,1,no-odor,2023-01-18 15:16:51
736,AR_268,6,200.165,1434.66,0.139521,EXP_025_50_01 Secondary Screen/map2,Neg,F,5,1,1,1,1,no-odor,2023-01-18 15:16:51
737,AR_268,6,120.44,2158.42,0.0558,EXP_025_50_01 Secondary Screen/map2,Neg,F,6,1,1,1,1,no-odor,2023-01-18 15:16:51
738,AR_98,6,172.759,2675.39,0.0645733,EXP_025_50_01 Secondary Screen/map2,Neg,F,7,1,1,1,1,no-odor,2023-01-18 15:16:51
739,AR_98,6,164.039,2979.35,0.0550587,EXP_025_50_01 Secondary Screen/map2,Neg,F,8,1,1,1,1,no-odor,2023-01-18 15:16:51
740,AR_98,6,149.091,4874.12,0.0305883,EXP_025_50_01 Secondary Screen/map2,Neg,F,9,1,1,1,1,no-odor,2023-01-18 15:16:51
741,Rho-pCI,6,852.913,7604.83,0.112154,EXP_025_50_01 Secondary Screen/map2,Neg,F,10,1,1,1,1,no-odor,2023-01-18 15:16:51
742,Rho-pCI,6,573.875,7234.83,0.0793211,EXP_025_50_01 Secondary Screen/map2,Neg,F,11,1,1,1,1,no-odor,2023-01-18 15:16:51
743,Rho-pCI,6,695.954,7614.8,0.0913949,EXP_025_50_01 Secondary Screen/map2,Neg,F,12,1,1,1,1,no-odor,2023-01-18 15:16:51
744,AR_202,7,150.337,3815.24,0.0394042,EXP_025_50_01 Secondary Screen/map2,Neg,G,1,1,1,1,1,no-odor,2023-01-18 15:16:51
745,AR_202,7,202.656,2624.32,0.0772223,EXP_025_50_01 Secondary Screen/map2,Neg,G,2,1,1,1,1,no-odor,2023-01-18 15:16:51
746,AR_202,7,171.513,2266.8,0.0756633,EXP_025_50_01 Secondary Screen/map2,Neg,G,3,1,1,1,1,no-odor,2023-01-18 15:16:51
747,AR_268,7,197.673,1766.02,0.111932,EXP_025_50_01 Secondary Screen/map2,Neg,G,4,1,1,1,1,no-odor,2023-01-18 15:16:51
748,AR_268,7,150.337,2083.68,0.0721497,EXP_025_50_01 Secondary Screen/map2,Neg,G,5,1,1,1,1,no-odor,2023-01-18 15:16:51
749,AR_268,7,169.022,1848.24,0.0914505,EXP_025_50_01 Secondary Screen/map2,Neg,G,6,1,1,1,1,no-odor,2023-01-18 15:16:51
750,AR_98,7,171.513,3678.21,0.0466296,EXP_025_50_01 Secondary Screen/map2,Neg,G,7,1,1,1,1,no-odor,2023-01-18 15:16:51
751,AR_98,7,164.039,3306.98,0.049604,EXP_025_50_01 Secondary Screen/map2,Neg,G,8,1,1,1,1,no-odor,2023-01-18 15:16:51
752,AR_98,7,205.147,3066.55,0.0668983,EXP_025_50_01 Secondary Screen/map2,Neg,G,9,1,1,1,1,no-odor,2023-01-18 15:16:51
753,Rho-pCI,7,553.944,8155.46,0.067923,EXP_025_50_01 Secondary Screen/map2,Neg,G,10,1,1,1,1,no-odor,2023-01-18 15:16:51
754,Rho-pCI,7,672.285,6689.19,0.100503,EXP_025_50_01 Secondary Screen/map2,Neg,G,11,1,1,1,1,no-odor,2023-01-18 15:16:51
755,Rho-pCI,7,730.834,6854.87,0.106615,EXP_025_50_01 Secondary Screen/map2,Neg,G,12,1,1,1,1,no-odor,2023-01-18 15:16:51
756,AR_202,8,155.319,2935.75,0.0529062,EXP_025_50_01 Secondary Screen/map2,Neg,H,1,1,1,1,1,no-odor,2023-01-18 15:16:51
757,AR_202,8,210.13,6048.86,0.0347388,EXP_025_50_01 Secondary Screen/map2,Neg,H,2,1,1,1,1,no-odor,2023-01-18 15:16:51
758,AR_202,8,282.381,3009.25,0.0938376,EXP_025_50_01 Secondary Screen/map2,Neg,H,3,1,1,1,1,no-odor,2023-01-18 15:16:51
759,AR_268,8,227.57,2076.2,0.109609,EXP_025_50_01 Secondary Screen/map2,Neg,H,4,1,1,1,1,no-odor,2023-01-18 15:16:51
760,AR_268,8,206.393,1858.2,0.111071,EXP_025_50_01 Secondary Screen/map2,Neg,H,5,1,1,1,1,no-odor,2023-01-18 15:16:51
761,AR_268,8,272.415,1632.73,0.166847,EXP_025_50_01 Secondary Screen/map2,Neg,H,6,1,1,1,1,no-odor,2023-01-18 15:16:51
762,AR_98,8,266.187,4889.07,0.0544453,EXP_025_50_01 Secondary Screen/map2,Neg,H,7,1,1,1,1,no-odor,2023-01-18 15:16:51
763,AR_98,8,217.604,3526.23,0.0617102,EXP_025_50_01 Secondary Screen/map2,Neg,H,8,1,1,1,1,no-odor,2023-01-18 15:16:51
764,AR_98,8,205.147,2838.58,0.072271,EXP_025_50_01 Secondary Screen/map2,Neg,H,9,1,1,1,1,no-odor,2023-01-18 15:16:51
765,Rho-pCI,8,658.583,7242.31,0.0909355,EXP_025_50_01 Secondary Screen/map2,Neg,H,10,1,1,1,1,no-odor,2023-01-18 15:16:51
766,Rho-pCI,8,703.428,9299.1,0.0756448,EXP_025_50_01 Secondary Screen/map2,Neg,H,11,1,1,1,1,no-odor,2023-01-18 15:16:51
767,Rho-pCI,8,595.052,8162.94,0.0728968,EXP_025_50_01 Secondary Screen/map2,Neg,H,12,1,1,1,1,no-odor,2023-01-18 15:16:51
768,AR_202,1,140.798,2504.76,0.0562122,EXP_025_50_01 Secondary Screen/map2,sPREP802,A,1,-0.14322,0.212729,0.0164989,1.41545,sample,2023-01-18 15:16:51
769,AR_202,1,125.509,2522.4,0.0497577,EXP_025_50_01 Secondary Screen/map2,sPREP802,A,2,-0.34607,0.230635,0.0233176,1.88191,sample,2023-01-18 15:16:51
770,AR_202,1,152.559,3690.28,0.0413406,EXP_025_50_01 Secondary Screen/map2,sPREP802,A,3,0.236437,0.369521,0.00401731,1.10764,sample,2023-01-18 15:16:51
771,AR_268,1,1096.96,1516.83,0.723194,EXP_025_50_01 Secondary Screen/map2,sPREP802,A,4,-0.135415,7.99292,0.653666,10.4014,sample,2023-01-18 15:16:51
772,AR_268,1,867.622,1198.11,0.724162,EXP_025_50_01 Secondary Screen/map2,sPREP802,A,5,-0.499827,5.21409,0.665874,12.4239,sample,2023-01-18 15:16:51
773,AR_268,1,911.138,1792.04,0.508437,EXP_025_50_01 Secondary Screen/map2,sPREP802,A,6,0.300416,5.52576,0.407119,5.01821,sample,2023-01-18 15:16:51
774,AR_98,1,639.46,2507.11,0.255059,EXP_025_50_01 Secondary Screen/map2,sPREP802,A,7,0,3.43066,0.197492,4.43066,sample,2023-01-18 15:16:51
775,AR_98,1,738.252,2997.55,0.246285,EXP_025_50_01 Secondary Screen/map2,sPREP802,A,8,0.0412635,4.99442,0.203504,5.75687,sample,2023-01-18 15:16:51
776,AR_98,1,924.075,2976.38,0.310469,EXP_025_50_01 Secondary Screen/map2,sPREP802,A,9,0.0411407,5.97072,0.264098,6.69527,sample,2023-01-18 15:16:51
777,Rho-pCI,1,560.662,6000.22,0.0934403,EXP_025_50_01 Secondary Screen/map2,sPREP802,A,10,-0.207286,0.130419,0.0279147,1.42601,sample,2023-01-18 15:16:51
778,Rho-pCI,1,555.957,8596,0.0646763,EXP_025_50_01 Secondary Screen/map2,sPREP802,A,11,0.104087,-0.105917,-0.0151913,0.809794,sample,2023-01-18 15:16:51
779,Rho-pCI,1,444.229,6598.88,0.0673188,EXP_025_50_01 Secondary Screen/map2,sPREP802,A,12,0.0369648,-0.102207,-0.0104354,0.86579,sample,2023-01-18 15:16:51
780,AR_202,2,97.2826,2301.29,0.0422731,EXP_025_50_01 Secondary Screen/map2,sPREP802,B,1,0.191874,-0.297323,-0.0294301,0.589557,sample,2023-01-18 15:16:51
781,AR_202,2,116.1,2261.3,0.0513421,EXP_025_50_01 Secondary Screen/map2,sPREP802,B,2,-0.524405,-0.116365,0.0237085,1.85796,sample,2023-01-18 15:16:51
782,AR_202,2,240.765,2414.2,0.0997289,EXP_025_50_01 Secondary Screen/map2,sPREP802,B,3,0.0726343,1.56804,0.0580736,2.39415,sample,2023-01-18 15:16:51
783,AR_268,2,1056.97,1727.35,0.611904,EXP_025_50_01 Secondary Screen/map2,sPREP802,B,4,0.0389048,8.10399,0.542077,8.76307,sample,2023-01-18 15:16:51
784,AR_268,2,1029.92,2046.08,0.503365,EXP_025_50_01 Secondary Screen/map2,sPREP802,B,5,0.110423,8.6533,0.445463,8.69335,sample,2023-01-18 15:16:51
785,AR_268,2,1113.43,1408.63,0.790434,EXP_025_50_01 Secondary Screen/map2,sPREP802,B,6,-0.200306,8.68838,0.72519,12.1151,sample,2023-01-18 15:16:51
786,AR_98,2,1096.96,3039.89,0.360855,EXP_025_50_01 Secondary Screen/map2,sPREP802,B,7,-0.343438,4.40028,0.316983,8.22508,sample,2023-01-18 15:16:51
787,AR_98,2,1149.89,2805.84,0.409818,EXP_025_50_01 Secondary Screen/map2,sPREP802,B,8,-0.141743,7.99325,0.370708,10.4785,sample,2023-01-18 15:16:51
788,AR_98,2,811.17,3277.47,0.247499,EXP_025_50_01 Secondary Screen/map2,sPREP802,B,9,0.0261445,4.23636,0.198998,5.10295,sample,2023-01-18 15:16:51
789,Rho-pCI,2,508.914,6234.27,0.0816316,EXP_025_50_01 Secondary Screen/map2,sPREP802,B,10,-0.174054,0.0188361,0.0154548,1.23354,sample,2023-01-18 15:16:51
790,Rho-pCI,2,537.14,6441.27,0.0833903,EXP_025_50_01 Secondary Screen/map2,sPREP802,B,11,0.0553032,-0.0193251,-0.00634592,0.929283,sample,2023-01-18 15:16:51
791,Rho-pCI,2,550.077,8378.41,0.0656541,EXP_025_50_01 Secondary Screen/map2,sPREP802,B,12,0.0527602,-0.0948297,-0.010705,0.859807,sample,2023-01-18 15:16:51
792,AR_202,3,113.748,2374.21,0.0479098,EXP_025_50_01 Secondary Screen/map2,sPREP802,C,1,0.0637615,-0.0851328,-0.0077973,0.86003,sample,2023-01-18 15:16:51
793,AR_202,3,120.804,1967.28,0.0614069,EXP_025_50_01 Secondary Screen/map2,sPREP802,C,2,-0.0429135,0.00983118,0.00320736,1.05511,sample,2023-01-18 15:16:51
794,AR_202,3,98.4587,2274.24,0.043293,EXP_025_50_01 Secondary Screen/map2,sPREP802,C,3,-0.315433,-0.257281,0.00338967,1.08495,sample,2023-01-18 15:16:51
795,AR_268,3,872.326,2266.01,0.384962,EXP_025_50_01 Secondary Screen/map2,sPREP802,C,4,0.399505,6.01607,0.308173,5.01325,sample,2023-01-18 15:16:51
796,AR_268,3,779.415,1275.73,0.610957,EXP_025_50_01 Secondary Screen/map2,sPREP802,C,5,-0.174316,5.51531,0.533531,7.8908,sample,2023-01-18 15:16:51
797,AR_268,3,1048.74,1408.63,0.744513,EXP_025_50_01 Secondary Screen/map2,sPREP802,C,6,-0.168667,11.2629,0.69404,14.7508,sample,2023-01-18 15:16:51
798,AR_98,3,972.295,2949.33,0.329666,EXP_025_50_01 Secondary Screen/map2,sPREP802,C,7,-0.154433,4.44908,0.27851,6.4443,sample,2023-01-18 15:16:51
799,AR_98,3,964.062,2783.5,0.346349,EXP_025_50_01 Secondary Screen/map2,sPREP802,C,8,0.170649,7.56398,0.299005,7.31558,sample,2023-01-18 15:16:51
800,AR_98,3,1107.55,4014.9,0.275859,EXP_025_50_01 Secondary Screen/map2,sPREP802,C,9,0.144118,11.6038,0.250818,11.0162,sample,2023-01-18 15:16:51
801,Rho-pCI,3,630.051,7034.06,0.0895715,EXP_025_50_01 Secondary Screen/map2,sPREP802,C,10,0.16522,0.252504,0.00624204,1.07491,sample,2023-01-18 15:16:51
802,Rho-pCI,3,524.203,8110.25,0.0646347,EXP_025_50_01 Secondary Screen/map2,sPREP802,C,11,0.129022,-0.00446712,-0.00866672,0.881766,sample,2023-01-18 15:16:51
803,Rho-pCI,3,471.279,4787.61,0.0984371,EXP_025_50_01 Secondary Screen/map2,sPREP802,C,12,-0.319139,-0.305176,0.00197811,1.02051,sample,2023-01-18 15:16:51
804,AR_202,4,67.8804,2512.99,0.0270118,EXP_025_50_01 Secondary Screen/map2,sPREP802,D,1,0.172916,-0.426938,-0.0282747,0.488579,sample,2023-01-18 15:16:51
805,AR_202,4,150.207,2171.92,0.0691584,EXP_025_50_01 Secondary Screen/map2,sPREP802,D,2,0.147945,0.143219,-0.000285931,0.995883,sample,2023-01-18 15:16:51
806,AR_202,4,114.924,2286,0.0502729,EXP_025_50_01 Secondary Screen/map2,sPREP802,D,3,0.117262,0.362535,0.00904975,1.21953,sample,2023-01-18 15:16:51
807,AR_268,4,693.56,1701.48,0.407623,EXP_025_50_01 Secondary Screen/map2,sPREP802,D,4,0.549421,4.85519,0.299756,3.77895,sample,2023-01-18 15:16:51
808,AR_268,4,579.479,1495.66,0.387441,EXP_025_50_01 Secondary Screen/map2,sPREP802,D,5,0.131707,3.29507,0.285354,3.79521,sample,2023-01-18 15:16:51
809,AR_268,4,537.14,1013.46,0.530007,EXP_025_50_01 Secondary Screen/map2,sPREP802,D,6,-0.0810482,2.31635,0.383143,3.60884,sample,2023-01-18 15:16:51
810,AR_98,4,248.998,3295.11,0.0755659,EXP_025_50_01 Secondary Screen/map2,sPREP802,D,7,-0.0527441,0.670786,0.0327236,1.76382,sample,2023-01-18 15:16:51
811,AR_98,4,527.731,3478.58,0.151709,EXP_025_50_01 Secondary Screen/map2,sPREP802,D,8,-0.0355434,2.07937,0.104194,3.19286,sample,2023-01-18 15:16:51
812,AR_98,4,338.381,2682.35,0.126151,EXP_025_50_01 Secondary Screen/map2,sPREP802,D,9,-0.198828,2.13701,0.0939326,3.91552,sample,2023-01-18 15:16:51
813,Rho-pCI,4,532.436,8273.73,0.0643525,EXP_025_50_01 Secondary Screen/map2,sPREP802,D,10,0.4608,-0.0848972,-0.0383749,0.62644,sample,2023-01-18 15:16:51
814,Rho-pCI,4,501.857,7732.7,0.0649007,EXP_025_50_01 Secondary Screen/map2,sPREP802,D,11,0.141703,0.0729163,-0.00416091,0.939751,sample,2023-01-18 15:16:51
815,Rho-pCI,4,488.92,6300.13,0.0776047,EXP_025_50_01 Secondary Screen/map2,sPREP802,D,12,-0.225435,0.0612688,0.0209651,1.37015,sample,2023-01-18 15:16:51
816,AR_202,5,302.312,3897.46,0.0775665,EXP_025_50_01 Secondary Screen/map2,sPREP802,E,1,0.758012,0.233877,-0.0329492,0.701859,sample,2023-01-18 15:16:51
817,AR_202,5,140.371,2500.99,0.0561261,EXP_025_50_01 Secondary Screen/map2,sPREP802,E,2,0.140936,-0.354926,-0.0431435,0.565391,sample,2023-01-18 15:16:51
818,AR_202,5,146.599,2570.75,0.0570259,EXP_025_50_01 Secondary Screen/map2,sPREP802,E,3,0.014253,-0.192196,-0.014574,0.796452,sample,2023-01-18 15:16:51
819,AR_268,5,592.56,1621.52,0.365436,EXP_025_50_01 Secondary Screen/map2,sPREP802,E,4,-0.300429,1.69229,0.27048,3.84848,sample,2023-01-18 15:16:51
820,AR_268,5,465.499,1465.8,0.317573,EXP_025_50_01 Secondary Screen/map2,sPREP802,E,5,-0.0446546,2.25837,0.224461,3.41067,sample,2023-01-18 15:16:51
821,AR_268,5,607.509,1478.26,0.410962,EXP_025_50_01 Secondary Screen/map2,sPREP802,E,6,-0.273616,2.56796,0.327297,4.91195,sample,2023-01-18 15:16:51
822,AR_98,5,178.988,2955.68,0.0605571,EXP_025_50_01 Secondary Screen/map2,sPREP802,E,7,0.0132385,-0.0887849,-0.00678022,0.89931,sample,2023-01-18 15:16:51
823,AR_98,5,330.963,3213.55,0.10299,EXP_025_50_01 Secondary Screen/map2,sPREP802,E,8,-0.162628,0.538555,0.0469368,1.83736,sample,2023-01-18 15:16:51
824,AR_98,5,286.118,2868.48,0.0997454,EXP_025_50_01 Secondary Screen/map2,sPREP802,E,9,-0.36925,0.565841,0.0595661,2.48251,sample,2023-01-18 15:16:51
