,OR,conc,Firefly,Renilla,Normalized,Project,Plate,Row,Column,Renilla_bgnorm,Firefly_bgnorm,Background_Subtracted,Background_Divided,plate-type,exp datetime
2234,AR_202,3,233.709,1880.24,0.124297,EXP_025_50_02 Secondary Screen/map2,sPREP866,C,3,-0.139883,0.252021,0.038907,1.45564,sample,2023-01-25 15:18:47
2235,AR_268,3,2663.53,1522.71,1.74921,EXP_025_50_02 Secondary Screen/map2,sPREP866,C,4,-0.0248549,9.903,1.59276,11.1809,sample,2023-01-25 15:18:47
2236,AR_268,3,2537.69,1475.66,1.71969,EXP_025_50_02 Secondary Screen/map2,sPREP866,C,5,-0.170555,7.81727,1.55792,10.6303,sample,2023-01-25 15:18:47
2237,AR_268,3,2694.11,1541.53,1.74769,EXP_025_50_02 Secondary Screen/map2,sPREP866,C,6,-0.152582,7.88858,1.58107,10.489,sample,2023-01-25 15:18:47
2238,AR_98,3,1888.48,3038.71,0.621472,EXP_025_50_02 Secondary Screen/map2,sPREP866,C,7,-0.0379792,5.23058,0.525515,6.47656,sample,2023-01-25 15:18:47
2239,AR_98,3,2134.28,2630.6,0.811329,EXP_025_50_02 Secondary Screen/map2,sPREP866,C,8,-0.169348,7.86458,0.735304,10.6718,sample,2023-01-25 15:18:47
2240,AR_98,3,1870.84,2951.68,0.63382,EXP_025_50_02 Secondary Screen/map2,sPREP866,C,9,-0.228427,4.28978,0.541371,6.85584,sample,2023-01-25 15:18:47
2241,Rho-pCI,3,392.481,2711.75,0.144733,EXP_025_50_02 Secondary Screen/map2,sPREP866,C,10,-0.0216405,-0.158804,-0.0235998,0.859803,sample,2023-01-25 15:18:47
2242,Rho-pCI,3,346.613,2656.48,0.130479,EXP_025_50_02 Secondary Screen/map2,sPREP866,C,11,-0.107481,-0.039124,0.00928224,1.07659,sample,2023-01-25 15:18:47
2243,Rho-pCI,3,386.6,3242.18,0.119241,EXP_025_50_02 Secondary Screen/map2,sPREP866,C,12,0.117567,0.158609,0.00422393,1.03672,sample,2023-01-25 15:18:47
2244,AR_202,4,219.596,2411.85,0.0910488,EXP_025_50_02 Secondary Screen/map2,sPREP866,D,1,0.00293442,-0.0361352,-0.0036906,0.961045,sample,2023-01-25 15:18:47
2245,AR_202,4,288.985,2307.17,0.125255,EXP_025_50_02 Secondary Screen/map2,sPREP866,D,2,-0.0979448,0.491752,0.049514,1.65373,sample,2023-01-25 15:18:47
2246,AR_202,4,283.104,2572.97,0.11003,EXP_025_50_02 Secondary Screen/map2,sPREP866,D,3,0.0858691,0.385685,0.0238068,1.27611,sample,2023-01-25 15:18:47
2247,AR_268,4,1930.82,1372.17,1.40713,EXP_025_50_02 Secondary Screen/map2,sPREP866,D,4,-0.142573,9.82098,1.29563,12.6203,sample,2023-01-25 15:18:47
2248,AR_268,4,2390.68,1752.05,1.3645,EXP_025_50_02 Secondary Screen/map2,sPREP866,D,5,0.251111,9.33329,1.19929,8.25929,sample,2023-01-25 15:18:47
2249,AR_268,4,1843.78,1703.83,1.08214,EXP_025_50_02 Secondary Screen/map2,sPREP866,D,6,0.0821688,5.79502,0.909801,6.27908,sample,2023-01-25 15:18:47
2250,AR_98,4,971.118,2772.91,0.350216,EXP_025_50_02 Secondary Screen/map2,sPREP866,D,7,0.0626496,3.4223,0.266062,4.16158,sample,2023-01-25 15:18:47
2251,AR_98,4,1144,3258.65,0.351067,EXP_025_50_02 Secondary Screen/map2,sPREP866,D,8,0.206384,2.9587,0.244082,3.28146,sample,2023-01-25 15:18:47
2252,AR_98,4,1032.28,2431.84,0.424483,EXP_025_50_02 Secondary Screen/map2,sPREP866,D,9,-0.147938,2.04007,0.30551,3.5679,sample,2023-01-25 15:18:47
2253,Rho-pCI,4,412.474,3113.99,0.132459,EXP_025_50_02 Secondary Screen/map2,sPREP866,D,10,0.140907,-0.104668,-0.0363311,0.784755,sample,2023-01-25 15:18:47
2254,Rho-pCI,4,387.776,2950.51,0.131427,EXP_025_50_02 Secondary Screen/map2,sPREP866,D,11,0.257054,0.149974,-0.0122379,0.914817,sample,2023-01-25 15:18:47
2255,Rho-pCI,4,386.6,2863.47,0.135011,EXP_025_50_02 Secondary Screen/map2,sPREP866,D,12,0.0675235,0.0894879,0.00272187,1.02058,sample,2023-01-25 15:18:47
2256,AR_202,5,383.282,2591.93,0.147875,EXP_025_50_02 Secondary Screen/map2,sPREP866,E,1,-0.0183992,0.166866,0.0234784,1.18874,sample,2023-01-25 15:18:47
2257,AR_202,5,316.015,2533.38,0.12474,EXP_025_50_02 Secondary Screen/map2,sPREP866,E,2,-0.022589,-0.0961935,-0.0101586,0.924694,sample,2023-01-25 15:18:47
2258,AR_202,5,314.769,2576.98,0.122146,EXP_025_50_02 Secondary Screen/map2,sPREP866,E,3,0.00534587,0.0953684,0.0100386,1.08954,sample,2023-01-25 15:18:47
2259,AR_268,5,1695.01,1647.68,1.02873,EXP_025_50_02 Secondary Screen/map2,sPREP866,E,4,0.11273,4.8478,0.832981,5.25536,sample,2023-01-25 15:18:47
2260,AR_268,5,1621.52,1682.56,0.963722,EXP_025_50_02 Secondary Screen/map2,sPREP866,E,5,0.180995,5.65199,0.792623,5.63253,sample,2023-01-25 15:18:47
2261,AR_268,5,1940.42,1723.66,1.12575,EXP_025_50_02 Secondary Screen/map2,sPREP866,E,6,-0.0135456,4.81914,0.934916,5.89905,sample,2023-01-25 15:18:47
2262,AR_98,5,551.452,2913.33,0.189286,EXP_025_50_02 Secondary Screen/map2,sPREP866,E,7,-0.0784189,1.00596,0.102324,2.17665,sample,2023-01-25 15:18:47
2263,AR_98,5,595.052,2953.19,0.201494,EXP_025_50_02 Secondary Screen/map2,sPREP866,E,8,-0.12672,0.689816,0.0973642,1.93502,sample,2023-01-25 15:18:47
2264,AR_98,5,406.951,2890.9,0.140769,EXP_025_50_02 Secondary Screen/map2,sPREP866,E,9,-0.128771,-0.0576894,0.0106186,1.08159,sample,2023-01-25 15:18:47
2265,Rho-pCI,5,466.744,3285.8,0.142049,EXP_025_50_02 Secondary Screen/map2,sPREP866,E,10,0.0829347,-0.117735,-0.0323087,0.814699,sample,2023-01-25 15:18:47
2266,Rho-pCI,5,441.83,2766.33,0.159717,EXP_025_50_02 Secondary Screen/map2,sPREP866,E,11,-0.0343529,-0.123553,-0.0162552,0.907626,sample,2023-01-25 15:18:47
2267,Rho-pCI,5,474.219,3597.23,0.131829,EXP_025_50_02 Secondary Screen/map2,sPREP866,E,12,0.127702,-0.0593056,-0.0262072,0.834169,sample,2023-01-25 15:18:47
2268,AR_202,6,268.678,2479.82,0.108346,EXP_025_50_02 Secondary Screen/map2,sPREP866,F,1,-0.0158207,-0.197258,-0.0244885,0.815647,sample,2023-01-25 15:18:47
2269,AR_202,6,286.118,3024.2,0.0946095,EXP_025_50_02 Secondary Screen/map2,sPREP866,F,2,-0.0170064,-0.0336581,-0.00163028,0.98306,sample,2023-01-25 15:18:47
2270,AR_202,6,299.82,2711.52,0.110573,EXP_025_50_02 Secondary Screen/map2,sPREP866,F,3,0.124505,0.071211,-0.00550114,0.952607,sample,2023-01-25 15:18:47
2271,AR_268,6,1298.88,1709.96,0.759594,EXP_025_50_02 Secondary Screen/map2,sPREP866,F,4,-0.0108094,3.20974,0.581107,4.25575,sample,2023-01-25 15:18:47
2272,AR_268,6,1460.82,1671.34,0.874038,EXP_025_50_02 Secondary Screen/map2,sPREP866,F,5,-0.169589,4.96229,0.752305,7.17992,sample,2023-01-25 15:18:47
2273,AR_268,6,1312.58,1432.17,0.916498,EXP_025_50_02 Secondary Screen/map2,sPREP866,F,6,-0.0254307,4.497,0.754011,5.64044,sample,2023-01-25 15:18:47
2274,AR_98,6,382.037,3117.63,0.122541,EXP_025_50_02 Secondary Screen/map2,sPREP866,F,7,0.00360916,0.0810761,0.00878094,1.07719,sample,2023-01-25 15:18:47
2275,AR_98,6,475.464,2798.72,0.169886,EXP_025_50_02 Secondary Screen/map2,sPREP866,F,8,0.0393216,0.224586,0.0257017,1.17826,sample,2023-01-25 15:18:47
2276,AR_98,6,385.774,3213.55,0.120046,EXP_025_50_02 Secondary Screen/map2,sPREP866,F,9,0.273491,0.144079,-0.013579,0.89838,sample,2023-01-25 15:18:47
2277,Rho-pCI,6,467.99,3187.39,0.146826,EXP_025_50_02 Secondary Screen/map2,sPREP866,F,10,0.024013,-0.186275,-0.0379435,0.794644,sample,2023-01-25 15:18:47
2278,Rho-pCI,6,551.452,3216.04,0.171469,EXP_025_50_02 Secondary Screen/map2,sPREP866,F,11,0.107695,0.269585,0.0218648,1.14615,sample,2023-01-25 15:18:47
2279,Rho-pCI,6,413.179,3238.46,0.127585,EXP_025_50_02 Secondary Screen/map2,sPREP866,F,12,0.114462,0.0247155,-0.0111741,0.919471,sample,2023-01-25 15:18:47
2280,AR_202,7,301.066,2657.95,0.11327,EXP_025_50_02 Secondary Screen/map2,sPREP866,G,1,-0.115273,-0.0281481,0.0101545,1.09848,sample,2023-01-25 15:18:47
2281,AR_202,7,289.855,3024.2,0.0958452,EXP_025_50_02 Secondary Screen/map2,sPREP866,G,2,-0.0146124,0.0992043,0.00992426,1.1155,sample,2023-01-25 15:18:47
2282,AR_202,7,347.157,2669.17,0.130062,EXP_025_50_02 Secondary Screen/map2,sPREP866,G,3,0.0065769,0.274368,0.0273308,1.26604,sample,2023-01-25 15:18:47
2283,AR_268,7,903.987,1656.4,0.545755,EXP_025_50_02 Secondary Screen/map2,sPREP866,G,4,0.0439672,2.18724,0.366996,3.05301,sample,2023-01-25 15:18:47
2284,AR_268,7,1125.72,1900.56,0.592312,EXP_025_50_02 Secondary Screen/map2,sPREP866,G,5,0.46043,3.6418,0.405956,3.17838,sample,2023-01-25 15:18:47
2285,AR_268,7,744.536,1393.55,0.534273,EXP_025_50_02 Secondary Screen/map2,sPREP866,G,6,0.0053924,1.79705,0.34223,2.78204,sample,2023-01-25 15:18:47
2286,AR_98,7,416.916,2761.35,0.150983,EXP_025_50_02 Secondary Screen/map2,sPREP866,G,7,0.0715439,0.308975,0.0273863,1.22158,sample,2023-01-25 15:18:47
2287,AR_98,7,550.206,3131.33,0.17571,EXP_025_50_02 Secondary Screen/map2,sPREP866,G,8,0.102164,0.468931,0.0438719,1.33277,sample,2023-01-25 15:18:47
2288,AR_98,7,411.934,2915.82,0.141275,EXP_025_50_02 Secondary Screen/map2,sPREP866,G,9,0.235398,0.165677,-0.00844991,0.943564,sample,2023-01-25 15:18:47
2289,Rho-pCI,7,453.042,2659.2,0.170368,EXP_025_50_02 Secondary Screen/map2,sPREP866,G,10,0.0349064,0.0253747,-0.0015837,0.99079,sample,2023-01-25 15:18:47
2290,Rho-pCI,7,505.361,3206.07,0.157626,EXP_025_50_02 Secondary Screen/map2,sPREP866,G,11,0.129958,-0.0447392,-0.0288266,0.845395,sample,2023-01-25 15:18:47
2291,Rho-pCI,7,448.059,3694.4,0.121281,EXP_025_50_02 Secondary Screen/map2,sPREP866,G,12,0.161338,-0.183805,-0.0512857,0.702806,sample,2023-01-25 15:18:47
2292,AR_202,8,317.26,2919.56,0.108667,EXP_025_50_02 Secondary Screen/map2,sPREP866,H,1,0.0674058,-0.0625726,-0.0150672,0.87823,sample,2023-01-25 15:18:47
2293,AR_202,8,319.752,2927.03,0.109241,EXP_025_50_02 Secondary Screen/map2,sPREP866,H,2,0.200239,0.112708,-0.00859341,0.927072,sample,2023-01-25 15:18:47
2294,AR_202,8,296.083,2956.93,0.100132,EXP_025_50_02 Secondary Screen/map2,sPREP866,H,3,0.135364,0.0673599,-0.00637966,0.940104,sample,2023-01-25 15:18:47
2295,AR_268,8,717.131,1729.89,0.414552,EXP_025_50_02 Secondary Screen/map2,sPREP866,H,4,-0.0176844,1.12678,0.223079,2.16506,sample,2023-01-25 15:18:47
2296,AR_268,8,603.772,1617.78,0.37321,EXP_025_50_02 Secondary Screen/map2,sPREP866,H,5,-0.00153766,1.10107,0.195855,2.10431,sample,2023-01-25 15:18:47
2297,AR_268,8,702.182,1980.28,0.354587,EXP_025_50_02 Secondary Screen/map2,sPREP866,H,6,0.285443,1.82288,0.19312,2.19604,sample,2023-01-25 15:18:47
2298,AR_98,8,453.042,3512.52,0.128979,EXP_025_50_02 Secondary Screen/map2,sPREP866,H,7,0.303191,0.20153,-0.0109128,0.921991,sample,2023-01-25 15:18:47
2299,AR_98,8,455.533,7106.52,0.0641007,EXP_025_50_02 Secondary Screen/map2,sPREP866,H,8,1.35085,0.34599,-0.0478551,0.572554,sample,2023-01-25 15:18:47
2300,AR_98,8,434.356,3034.16,0.143155,EXP_025_50_02 Secondary Screen/map2,sPREP866,H,9,0.139405,0.0706206,-0.00919731,0.939631,sample,2023-01-25 15:18:47
2301,Rho-pCI,8,619.966,3486.36,0.177826,EXP_025_50_02 Secondary Screen/map2,sPREP866,H,10,0.144338,0.346242,0.0266696,1.17644,sample,2023-01-25 15:18:47
2302,Rho-pCI,8,551.452,3128.84,0.176248,EXP_025_50_02 Secondary Screen/map2,sPREP866,H,11,-0.184437,-0.112296,0.0143232,1.08846,sample,2023-01-25 15:18:47
2303,Rho-pCI,8,515.327,4188.96,0.12302,EXP_025_50_02 Secondary Screen/map2,sPREP866,H,12,0.327721,0.0561678,-0.03163,0.795474,sample,2023-01-25 15:18:47
2304,AR_202,1,412.474,2877.59,0.14334,EXP_025_50_02 Secondary Screen/map2,sPREP867,A,1,0.0457326,0.319889,0.0297735,1.26217,sample,2023-01-25 15:18:47
2305,AR_202,1,401.889,2534.16,0.158589,EXP_025_50_02 Secondary Screen/map2,sPREP867,A,2,-0.257181,0.922816,0.097323,2.58854,sample,2023-01-25 15:18:47
2306,AR_202,1,344.261,2291.88,0.150209,EXP_025_50_02 Secondary Screen/map2,sPREP867,A,3,-0.148184,0.503295,0.0650956,1.76481,sample,2023-01-25 15:18:47
2307,AR_268,1,3525.63,1802.62,1.95583,EXP_025_50_02 Secondary Screen/map2,sPREP867,A,4,0.00590665,11.2,1.79457,12.1284,sample,2023-01-25 15:18:47
2308,AR_268,1,4420.66,1754.4,2.51975,EXP_025_50_02 Secondary Screen/map2,sPREP867,A,5,-0.58503,18.0109,2.46475,45.8127,sample,2023-01-25 15:18:47
2309,AR_268,1,3369.2,1588.57,2.1209,EXP_025_50_02 Secondary Screen/map2,sPREP867,A,6,-0.023849,11.8628,1.95995,13.177,sample,2023-01-25 15:18:47
2310,AR_98,1,2985.79,2811.72,1.06191,EXP_025_50_02 Secondary Screen/map2,sPREP867,A,7,-0.0627282,9.50296,0.967144,11.2059,sample,2023-01-25 15:18:47
2311,AR_98,1,2509.46,2926.98,0.857355,EXP_025_50_02 Secondary Screen/map2,sPREP867,A,8,-0.139068,8.37012,0.77858,10.8837,sample,2023-01-25 15:18:47
2312,AR_98,1,1886.12,3199.84,0.589443,EXP_025_50_02 Secondary Screen/map2,sPREP867,A,9,0.190836,5.22282,0.476644,5.22559,sample,2023-01-25 15:18:47
2313,Rho-pCI,1,396.009,3170.44,0.124907,EXP_025_50_02 Secondary Screen/map2,sPREP867,A,10,0.139013,-0.0560669,-0.0258141,0.828729,sample,2023-01-25 15:18:47
2314,Rho-pCI,1,316.035,2945.8,0.107283,EXP_025_50_02 Secondary Screen/map2,sPREP867,A,11,-0.124752,-0.275143,-0.0222587,0.828174,sample,2023-01-25 15:18:47
2315,Rho-pCI,1,804.113,3518.57,0.228534,EXP_025_50_02 Secondary Screen/map2,sPREP867,A,12,-0.0260445,0.500312,0.0801769,1.54043,sample,2023-01-25 15:18:47
2316,AR_202,2,427.763,2037.84,0.20991,EXP_025_50_02 Secondary Screen/map2,sPREP867,B,1,-0.235922,0.686085,0.114786,2.20669,sample,2023-01-25 15:18:47
2317,AR_202,2,201.954,1456.85,0.138624,EXP_025_50_02 Secondary Screen/map2,sPREP867,B,2,-0.451829,-0.127086,0.0515713,1.59241,sample,2023-01-25 15:18:47
2318,AR_202,2,271.344,1930.82,0.140533,EXP_025_50_02 Secondary Screen/map2,sPREP867,B,3,-0.287364,0.161033,0.0542746,1.62921,sample,2023-01-25 15:18:47
2319,AR_268,2,3344.5,1630.91,2.0507,EXP_025_50_02 Secondary Screen/map2,sPREP867,B,4,0.00799589,9.94943,1.86191,10.8626,sample,2023-01-25 15:18:47
2320,AR_268,2,2904.64,1501.54,1.93444,EXP_025_50_02 Secondary Screen/map2,sPREP867,B,5,-0.0773285,12.087,1.79806,14.1838,sample,2023-01-25 15:18:47
2321,AR_268,2,2942.27,1623.85,1.81191,EXP_025_50_02 Secondary Screen/map2,sPREP867,B,6,-0.0247226,12.2566,1.67861,13.5926,sample,2023-01-25 15:18:47
2322,AR_98,2,2437.72,2835.25,0.859791,EXP_025_50_02 Secondary Screen/map2,sPREP867,B,7,-0.000414648,6.95013,0.751688,7.95343,sample,2023-01-25 15:18:47
2323,AR_98,2,2349.51,3272.76,0.717899,EXP_025_50_02 Secondary Screen/map2,sPREP867,B,8,-0.0566164,6.19341,0.62375,7.62512,sample,2023-01-25 15:18:47
2324,AR_98,2,2014.32,2682.35,0.750953,EXP_025_50_02 Secondary Screen/map2,sPREP867,B,9,-0.0597768,5.67166,0.645123,7.09583,sample,2023-01-25 15:18:47
2325,Rho-pCI,2,433.644,4439.48,0.097679,EXP_025_50_02 Secondary Screen/map2,sPREP867,B,10,0.554853,-0.010732,-0.0558451,0.636245,sample,2023-01-25 15:18:47
2326,Rho-pCI,2,332.5,3767.91,0.0882453,EXP_025_50_02 Secondary Screen/map2,sPREP867,B,11,0.152536,-0.358507,-0.0703003,0.556593,sample,2023-01-25 15:18:47
2327,Rho-pCI,2,438.348,3597.37,0.121852,EXP_025_50_02 Secondary Screen/map2,sPREP867,B,12,0.0763635,0.0219348,-0.00648991,0.949433,sample,2023-01-25 15:18:47
2328,AR_202,3,365.431,2520.05,0.145009,EXP_025_50_02 Secondary Screen/map2,sPREP867,C,1,-0.102985,0.264532,0.0421448,1.40971,sample,2023-01-25 15:18:47
2329,AR_202,3,245.47,2475.36,0.0991654,EXP_025_50_02 Secondary Screen/map2,sPREP867,C,2,-0.0823999,0.142297,0.0195064,1.24487,sample,2023-01-25 15:18:47
2330,AR_202,3,227.828,1683.83,0.135303,EXP_025_50_02 Secondary Screen/map2,sPREP867,C,3,-0.22973,0.220518,0.0499133,1.58453,sample,2023-01-25 15:18:47
2331,AR_268,3,2823.48,1699.12,1.66173,EXP_025_50_02 Secondary Screen/map2,sPREP867,C,4,0.0881218,10.5578,1.50528,10.6217,sample,2023-01-25 15:18:47
2332,AR_268,3,2390.68,1486.25,1.60853,EXP_025_50_02 Secondary Screen/map2,sPREP867,C,5,-0.164606,7.30647,1.44676,9.94317,sample,2023-01-25 15:18:47
2333,AR_268,3,2474.18,1486.25,1.66471,EXP_025_50_02 Secondary Screen/map2,sPREP867,C,6,-0.182969,7.16297,1.49809,9.99102,sample,2023-01-25 15:18:47
2334,AR_98,3,1476.84,2736.45,0.539692,EXP_025_50_02 Secondary Screen/map2,sPREP867,C,7,-0.133672,3.87249,0.443735,5.6243,sample,2023-01-25 15:18:47
2335,AR_98,3,1690.89,2798.79,0.604152,EXP_025_50_02 Secondary Screen/map2,sPREP867,C,8,-0.116241,6.02299,0.528126,7.94672,sample,2023-01-25 15:18:47
2336,AR_98,3,2023.73,2868.18,0.70558,EXP_025_50_02 Secondary Screen/map2,sPREP867,C,9,-0.250255,4.72209,0.613131,7.63205,sample,2023-01-25 15:18:47
2337,Rho-pCI,3,368.959,4699.4,0.0785119,EXP_025_50_02 Secondary Screen/map2,sPREP867,C,10,0.695473,-0.209217,-0.0898211,0.466408,sample,2023-01-25 15:18:47
2338,Rho-pCI,3,296.041,2306,0.128379,EXP_025_50_02 Secondary Screen/map2,sPREP867,C,11,-0.225235,-0.179318,0.00718269,1.05926,sample,2023-01-25 15:18:47
2339,Rho-pCI,3,317.211,2898.76,0.10943,EXP_025_50_02 Secondary Screen/map2,sPREP867,C,12,-0.000810805,-0.049345,-0.00558678,0.951426,sample,2023-01-25 15:18:47
2340,AR_202,4,186.665,2456.54,0.0759871,EXP_025_50_02 Secondary Screen/map2,sPREP867,D,1,0.0215191,-0.180676,-0.0187523,0.802064,sample,2023-01-25 15:18:47
2341,AR_202,4,250.174,2651.77,0.0943422,EXP_025_50_02 Secondary Screen/map2,sPREP867,D,2,0.0367868,0.291409,0.0186011,1.24559,sample,2023-01-25 15:18:47
2342,AR_202,4,172.552,2168.39,0.0795762,EXP_025_50_02 Secondary Screen/map2,sPREP867,D,3,-0.0848762,-0.155425,-0.00664714,0.922908,sample,2023-01-25 15:18:47
2343,AR_268,4,2222.49,1617.97,1.37363,EXP_025_50_02 Secondary Screen/map2,sPREP867,D,4,0.0110237,11.4556,1.26213,12.3198,sample,2023-01-25 15:18:47
2344,AR_268,4,2056.66,1594.45,1.28989,EXP_025_50_02 Secondary Screen/map2,sPREP867,D,5,0.138573,7.88957,1.12468,7.80764,sample,2023-01-25 15:18:47
2345,AR_268,4,2450.66,1526.24,1.60569,EXP_025_50_02 Secondary Screen/map2,sPREP867,D,6,-0.0306265,8.03156,1.43334,9.31691,sample,2023-01-25 15:18:47
2346,AR_98,4,695.912,4567.68,0.152356,EXP_025_50_02 Secondary Screen/map2,sPREP867,D,7,0.750449,2.16906,0.0682013,1.81043,sample,2023-01-25 15:18:47
2347,AR_98,4,648.869,2318.93,0.279814,EXP_025_50_02 Secondary Screen/map2,sPREP867,D,8,-0.141508,1.24534,0.172828,2.61544,sample,2023-01-25 15:18:47
2348,AR_98,4,872.326,2892.88,0.301543,EXP_025_50_02 Secondary Screen/map2,sPREP867,D,9,0.0135988,1.56902,0.18257,2.53455,sample,2023-01-25 15:18:47
2349,Rho-pCI,4,376.016,3433.89,0.109501,EXP_025_50_02 Secondary Screen/map2,sPREP867,D,10,0.258114,-0.183806,-0.0592884,0.648744,sample,2023-01-25 15:18:47
2350,Rho-pCI,4,397.185,3198.67,0.124172,EXP_025_50_02 Secondary Screen/map2,sPREP867,D,11,0.362782,0.177876,-0.0194929,0.864317,sample,2023-01-25 15:18:47
2351,Rho-pCI,4,347.789,2908.16,0.119591,EXP_025_50_02 Secondary Screen/map2,sPREP867,D,12,0.0841851,-0.0198862,-0.0126985,0.90401,sample,2023-01-25 15:18:47
2352,AR_202,5,337.191,2706.54,0.124584,EXP_025_50_02 Secondary Screen/map2,sPREP867,E,1,0.025004,0.0265469,0.00018725,1.00151,sample,2023-01-25 15:18:47
2353,AR_202,5,256.221,2360.23,0.108558,EXP_025_50_02 Secondary Screen/map2,sPREP867,E,2,-0.0893945,-0.267204,-0.0263411,0.804735,sample,2023-01-25 15:18:47
2354,AR_202,5,349.648,2507.22,0.139457,EXP_025_50_02 Secondary Screen/map2,sPREP867,E,3,-0.0218695,0.216746,0.0273488,1.24395,sample,2023-01-25 15:18:47
2355,AR_268,5,1660.13,1468.29,1.13066,EXP_025_50_02 Secondary Screen/map2,sPREP867,E,4,-0.00841271,4.72746,0.934906,5.77605,sample,2023-01-25 15:18:47
2356,AR_268,5,1956.61,1561.72,1.25286,EXP_025_50_02 Secondary Screen/map2,sPREP867,E,5,0.096181,7.02667,1.08176,7.3224,sample,2023-01-25 15:18:47
2357,AR_268,5,1848.24,1571.69,1.17596,EXP_025_50_02 Secondary Screen/map2,sPREP867,E,6,-0.100522,4.54269,0.98512,6.16212,sample,2023-01-25 15:18:47
2358,AR_98,5,360.86,2576.98,0.140032,EXP_025_50_02 Secondary Screen/map2,sPREP867,E,7,-0.184816,0.312664,0.05307,1.61027,sample,2023-01-25 15:18:47
2359,AR_98,5,517.818,3592.25,0.144149,EXP_025_50_02 Secondary Screen/map2,sPREP867,E,8,0.0622549,0.47049,0.0400183,1.38431,sample,2023-01-25 15:18:47
2360,AR_98,5,505.361,2457.39,0.205649,EXP_025_50_02 Secondary Screen/map2,sPREP867,E,9,-0.259418,0.170184,0.0754986,1.58009,sample,2023-01-25 15:18:47
2361,Rho-pCI,5,515.327,2735.19,0.188406,EXP_025_50_02 Secondary Screen/map2,sPREP867,E,10,-0.0985361,-0.0259016,0.0140487,1.08057,sample,2023-01-25 15:18:47
2362,Rho-pCI,5,357.123,2790,0.128001,EXP_025_50_02 Secondary Screen/map2,sPREP867,E,11,-0.0260908,-0.291586,-0.0479713,0.727393,sample,2023-01-25 15:18:47
2363,Rho-pCI,5,414.425,3232.23,0.128216,EXP_025_50_02 Secondary Screen/map2,sPREP867,E,12,0.0132779,-0.177917,-0.0298197,0.811311,sample,2023-01-25 15:18:47
2364,AR_202,6,329.717,2532.14,0.130213,EXP_025_50_02 Secondary Screen/map2,sPREP867,F,1,0.00494398,-0.0148874,-0.00262133,0.980266,sample,2023-01-25 15:18:47
2365,AR_202,6,257.467,2922.05,0.0881117,EXP_025_50_02 Secondary Screen/map2,sPREP867,F,2,-0.0502095,-0.130425,-0.00812804,0.915544,sample,2023-01-25 15:18:47
2366,AR_202,6,302.312,2471.1,0.122339,EXP_025_50_02 Secondary Screen/map2,sPREP867,F,3,0.0247977,0.0801124,0.00626524,1.05398,sample,2023-01-25 15:18:47
2367,AR_268,6,1210.43,1891.84,0.639818,EXP_025_50_02 Secondary Screen/map2,sPREP867,F,4,0.0944026,2.92309,0.461331,3.58468,sample,2023-01-25 15:18:47
2368,AR_268,6,1372.37,1927.96,0.711826,EXP_025_50_02 Secondary Screen/map2,sPREP867,F,5,-0.0420878,4.6013,0.590092,5.84741,sample,2023-01-25 15:18:47
2369,AR_268,6,1413.48,1535.56,0.920498,EXP_025_50_02 Secondary Screen/map2,sPREP867,F,6,0.0449276,4.91957,0.758011,5.66505,sample,2023-01-25 15:18:47
2370,AR_98,6,433.11,2932.01,0.147718,EXP_025_50_02 Secondary Screen/map2,sPREP867,F,7,-0.0561425,0.225603,0.0339578,1.2985,sample,2023-01-25 15:18:47
2371,AR_98,6,377.054,2752.63,0.13698,EXP_025_50_02 Secondary Screen/map2,sPREP867,F,8,0.0222052,-0.0288754,-0.00720504,0.950029,sample,2023-01-25 15:18:47
2372,AR_98,6,516.573,3004.27,0.171946,EXP_025_50_02 Secondary Screen/map2,sPREP867,F,9,0.190555,0.531986,0.0383213,1.28678,sample,2023-01-25 15:18:47
2373,Rho-pCI,6,465.499,3239.71,0.143685,EXP_025_50_02 Secondary Screen/map2,sPREP867,F,10,0.040822,-0.190607,-0.0410838,0.777648,sample,2023-01-25 15:18:47
2374,Rho-pCI,6,511.59,5401.07,0.09472,EXP_025_50_02 Secondary Screen/map2,sPREP867,F,11,0.860282,0.177811,-0.0548845,0.633136,sample,2023-01-25 15:18:47
2375,Rho-pCI,6,467.99,3460.2,0.135249,EXP_025_50_02 Secondary Screen/map2,sPREP867,F,12,0.19077,0.160651,-0.0035098,0.974706,sample,2023-01-25 15:18:47
2376,AR_202,7,327.226,2862.25,0.114325,EXP_025_50_02 Secondary Screen/map2,sPREP867,G,1,-0.0472704,0.0562963,0.0112092,1.10871,sample,2023-01-25 15:18:47
2377,AR_202,7,264.941,3106.42,0.0852883,EXP_025_50_02 Secondary Screen/map2,sPREP867,G,2,0.012177,0.00472401,-0.000632667,0.992637,sample,2023-01-25 15:18:47
2378,AR_202,7,317.26,2554.56,0.124194,EXP_025_50_02 Secondary Screen/map2,sPREP867,G,3,-0.0366427,0.164621,0.0214625,1.20892,sample,2023-01-25 15:18:47
2379,AR_268,7,953.815,1739.86,0.548214,EXP_025_50_02 Secondary Screen/map2,sPREP867,G,4,0.0965709,2.36293,0.369454,3.06677,sample,2023-01-25 15:18:47
2380,AR_268,7,1102.05,1751.07,0.62936,EXP_025_50_02 Secondary Screen/map2,sPREP867,G,5,0.345561,3.54421,0.443004,3.37719,sample,2023-01-25 15:18:47
